Startup_ID,Startup_Name,Industry,Funding_Stage,Funding_Amount_USD,Funding_Date,Country,Investor_Type,Employee_Size,Valuation_USD
5566,Startup_5566,EdTech,Pre-Seed,15293529,2017-10-16,UK,Accelerator,201-500,393589981
5567,Startup_5567,E-commerce,Series B,36342775,2018-09-22,UK,Accelerator,500+,414481074
5568,Startup_5568,HealthTech,Pre-Seed,18439136,2023-12-27,USA,Corporate,51-200,414427281
5569,Startup_5569,EdTech,Seed,44571657,2025-12-01,Singapore,Private Equity,51-200,74812605
5570,Startup_5570,AgriTech,IPO,3786437,2025-02-20,USA,Private Equity,500+,438529310
5571,Startup_5571,AI,IPO,43730608,2017-06-24,Germany,VC,1-10,167634809
5572,Startup_5572,AI,Pre-Seed,28663381,2020-04-21,Germany,VC,1-10,350197932
5573,Startup_5573,SaaS,Pre-Seed,15986934,2024-06-24,India,Corporate,51-200,368215376
5574,Startup_5574,FinTech,IPO,35770174,2018-03-29,Germany,Angel,201-500,381021169
5575,Startup_5575,CleanTech,Series B,30287128,2020-07-15,Singapore,Private Equity,1-10,205469464
5576,Startup_5576,AI,Series C,9274007,2018-04-25,Australia,Angel,11-50,214261876
5577,Startup_5577,EdTech,Series C,26600616,2020-06-18,Australia,Angel,51-200,254764051
5578,Startup_5578,AI,Series A,40304174,2022-07-18,Singapore,Corporate,500+,448842881
5579,Startup_5579,CleanTech,IPO,33031545,2018-06-05,USA,VC,500+,432594770
5580,Startup_5580,CleanTech,IPO,4743507,2023-03-18,UK,Angel,51-200,373780238
5581,Startup_5581,CleanTech,Series A,12812023,2018-11-02,India,Corporate,51-200,125464232
5582,Startup_5582,EdTech,Series C,21423632,2018-05-01,Australia,VC,1-10,328611709
5583,Startup_5583,HealthTech,Seed,8796087,2016-03-08,Australia,Angel,51-200,350087612
5584,Startup_5584,SaaS,Series B,40893510,2020-08-20,Germany,Angel,51-200,445618684
5585,Startup_5585,FinTech,Series B,12621435,2025-01-09,UK,VC,11-50,148971789
5586,Startup_5586,AI,Seed,35088136,2022-08-25,USA,VC,500+,303855218
5587,Startup_5587,EdTech,Seed,50814,2020-03-21,Canada,Accelerator,1-10,162903335
5588,Startup_5588,E-commerce,Series C,2615644,2021-01-03,India,Accelerator,201-500,256852747
5589,Startup_5589,FinTech,Series A,9457193,2020-07-10,Singapore,Corporate,1-10,448709616
5590,Startup_5590,HealthTech,Seed,32838150,2019-07-13,UK,Corporate,500+,383143787
5591,Startup_5591,EdTech,Series A,29349550,2017-11-17,USA,Private Equity,201-500,415735982
5592,Startup_5592,AgriTech,Pre-Seed,21025345,2024-08-16,USA,Accelerator,51-200,222461249
5593,Startup_5593,AgriTech,Series B,6916112,2020-02-15,India,VC,11-50,466421331
5594,Startup_5594,SaaS,Series C,27720992,2025-03-04,India,Accelerator,11-50,135389777
5595,Startup_5595,SaaS,Series B,15854175,2021-12-18,Germany,Corporate,500+,43138914
5596,Startup_5596,HealthTech,Series C,35787974,2024-09-04,Germany,Corporate,500+,126431140
5597,Startup_5597,HealthTech,Pre-Seed,41448948,2020-07-09,Singapore,Corporate,11-50,264366760
5598,Startup_5598,SaaS,Series B,33828355,2020-01-24,Singapore,VC,201-500,372063095
5599,Startup_5599,AI,Pre-Seed,3825092,2016-05-20,India,Angel,201-500,184563108
5600,Startup_5600,AI,Series C,44820569,2024-07-27,India,Corporate,1-10,200358458
5601,Startup_5601,EdTech,Seed,18653557,2018-12-03,UK,Accelerator,51-200,341775120
5602,Startup_5602,E-commerce,Series B,30148270,2018-12-10,Germany,Angel,201-500,352132372
5603,Startup_5603,EdTech,Pre-Seed,46996377,2017-08-09,USA,Accelerator,51-200,484911091
5604,Startup_5604,E-commerce,IPO,36891909,2024-05-04,Australia,Corporate,500+,321760974
5605,Startup_5605,HealthTech,Series B,18660401,2019-06-11,Australia,VC,201-500,440474077
5606,Startup_5606,FinTech,Series B,31201922,2018-05-31,Australia,Angel,201-500,80525772
5607,Startup_5607,EdTech,Series B,6802563,2017-10-23,Germany,Angel,201-500,25151624
5608,Startup_5608,EdTech,Series A,1976458,2022-01-13,Germany,Corporate,1-10,466627553
5609,Startup_5609,E-commerce,Pre-Seed,2311516,2017-02-05,India,Corporate,500+,23257857
5610,Startup_5610,CleanTech,Pre-Seed,48412920,2016-11-08,Australia,Corporate,11-50,52048988
5611,Startup_5611,HealthTech,Series B,19049819,2025-09-09,India,Private Equity,1-10,64239356
5612,Startup_5612,HealthTech,Seed,47964983,2023-12-04,Germany,VC,1-10,367745947
5613,Startup_5613,AgriTech,Series B,36373128,2022-04-10,Canada,VC,201-500,291851074
5614,Startup_5614,CleanTech,Series A,20193352,2025-12-29,Canada,Corporate,1-10,129178429
5615,Startup_5615,E-commerce,Series C,3125702,2022-09-18,Singapore,Private Equity,11-50,384087849
5616,Startup_5616,HealthTech,Series A,16799112,2020-12-03,Germany,Corporate,1-10,296678431
5617,Startup_5617,CleanTech,Seed,14010373,2023-02-07,Australia,Corporate,1-10,342120407
5618,Startup_5618,SaaS,Series B,15315729,2020-03-12,Canada,VC,201-500,394567617
5619,Startup_5619,CleanTech,Pre-Seed,30863959,2022-07-21,Singapore,Private Equity,500+,438877920
5620,Startup_5620,AI,IPO,11105209,2024-11-07,Singapore,VC,11-50,492217765
5621,Startup_5621,AgriTech,Series B,40586254,2023-06-14,Germany,Corporate,201-500,40162149
5622,Startup_5622,SaaS,Seed,42141656,2025-12-25,Singapore,Accelerator,1-10,252529994
5623,Startup_5623,FinTech,Pre-Seed,10024459,2025-12-01,India,Angel,11-50,6280367
5624,Startup_5624,EdTech,Series A,29979201,2016-03-09,India,Corporate,51-200,395721312
5625,Startup_5625,AgriTech,Series C,39034834,2021-07-20,India,Private Equity,1-10,400410148
5626,Startup_5626,FinTech,Series C,10695260,2017-06-14,USA,Accelerator,500+,471522488
5627,Startup_5627,EdTech,Series B,13690584,2024-08-24,India,Private Equity,1-10,358615961
5628,Startup_5628,AI,Series A,25109288,2018-07-09,Australia,Corporate,500+,12093626
5629,Startup_5629,CleanTech,IPO,7054211,2016-02-12,India,Corporate,51-200,341718345
5630,Startup_5630,HealthTech,IPO,5142331,2024-09-08,Germany,Angel,201-500,355899156
5631,Startup_5631,SaaS,Seed,47697293,2019-09-03,Canada,Private Equity,201-500,85250587
5632,Startup_5632,E-commerce,Series C,28693180,2017-06-13,Australia,Accelerator,201-500,223867094
5633,Startup_5633,SaaS,Series A,26974270,2020-09-01,Canada,Angel,11-50,191039621
5634,Startup_5634,AI,Series B,5841070,2025-01-16,India,Private Equity,500+,46910474
5635,Startup_5635,FinTech,Pre-Seed,28679884,2017-12-01,India,Corporate,1-10,259148473
5636,Startup_5636,E-commerce,Series B,46562382,2016-07-25,India,Angel,11-50,240847279
5637,Startup_5637,HealthTech,Series B,49747452,2018-05-31,Singapore,Corporate,11-50,368947859
5638,Startup_5638,AI,Series A,48103556,2024-09-29,Germany,VC,1-10,484774412
5639,Startup_5639,E-commerce,Series C,18008636,2023-12-01,Germany,VC,51-200,425421067
5640,Startup_5640,AI,Series A,32158368,2022-11-12,Germany,Angel,201-500,152397457
5641,Startup_5641,CleanTech,Pre-Seed,2048318,2018-03-17,Canada,Angel,51-200,22603001
5642,Startup_5642,AI,Series A,3955592,2022-11-28,Australia,Private Equity,51-200,455924876
5643,Startup_5643,HealthTech,Seed,45459205,2021-10-08,Australia,Accelerator,201-500,152534020
5644,Startup_5644,AgriTech,Series B,21496034,2021-05-28,USA,Accelerator,51-200,407897147
5645,Startup_5645,EdTech,Series C,48254866,2018-09-19,Canada,VC,11-50,181042299
5646,Startup_5646,E-commerce,IPO,4775805,2022-01-01,Germany,VC,1-10,425261117
5647,Startup_5647,CleanTech,Pre-Seed,47513005,2025-03-27,UK,VC,11-50,227124765
5648,Startup_5648,HealthTech,IPO,28195289,2024-04-05,USA,Corporate,11-50,108536601
5649,Startup_5649,AI,Series B,23088320,2016-08-21,India,Accelerator,500+,163910764
5650,Startup_5650,CleanTech,Series A,2556332,2022-01-22,Singapore,Angel,201-500,162915832
5651,Startup_5651,HealthTech,IPO,30485559,2017-06-13,Canada,VC,201-500,253458322
5652,Startup_5652,AgriTech,Seed,1026273,2016-08-10,Singapore,Private Equity,11-50,184513586
5653,Startup_5653,CleanTech,Series A,17828224,2023-11-09,USA,Angel,201-500,307744172
5654,Startup_5654,CleanTech,Series B,49858406,2020-12-21,Australia,Angel,500+,1564571
5655,Startup_5655,EdTech,IPO,42794381,2021-07-03,UK,Angel,1-10,256699114
5656,Startup_5656,SaaS,Pre-Seed,23853146,2021-02-20,USA,Accelerator,51-200,208004879
5657,Startup_5657,E-commerce,IPO,32934853,2025-04-13,Canada,VC,201-500,131589430
5658,Startup_5658,EdTech,IPO,46281479,2021-10-02,Germany,Private Equity,11-50,159611309
5659,Startup_5659,FinTech,Series C,48880039,2020-09-18,India,Corporate,201-500,158763625
5660,Startup_5660,E-commerce,IPO,14452712,2016-10-04,Germany,Private Equity,11-50,22859009
5661,Startup_5661,EdTech,Series B,24576088,2024-07-07,Germany,Private Equity,51-200,333260807
5662,Startup_5662,AI,Pre-Seed,14965851,2023-02-10,Canada,Private Equity,201-500,488626590
5663,Startup_5663,E-commerce,Series B,13429696,2016-04-30,Germany,Corporate,51-200,100141622
5664,Startup_5664,E-commerce,Seed,36060149,2022-05-17,Germany,Private Equity,11-50,480364359
5665,Startup_5665,HealthTech,Series A,43312983,2019-05-07,Canada,Private Equity,500+,462672793
5666,Startup_5666,AI,IPO,31473177,2018-05-09,Canada,VC,500+,128775647
5667,Startup_5667,FinTech,Series C,9303294,2018-07-25,UK,VC,1-10,391803285
5668,Startup_5668,SaaS,Pre-Seed,45992051,2024-09-03,Germany,VC,11-50,146730868
5669,Startup_5669,CleanTech,Series C,37848780,2023-11-18,USA,Angel,11-50,495699034
5670,Startup_5670,AgriTech,Series C,30286778,2018-02-04,Australia,Private Equity,11-50,447969715
5671,Startup_5671,EdTech,Series C,27922264,2024-12-09,India,Accelerator,500+,338198079
5672,Startup_5672,HealthTech,IPO,16672312,2022-12-03,Singapore,Accelerator,500+,337210861
5673,Startup_5673,EdTech,Pre-Seed,23019019,2022-08-22,India,Accelerator,500+,22524343
5674,Startup_5674,FinTech,Pre-Seed,20904215,2022-02-23,Canada,Corporate,201-500,362404529
5675,Startup_5675,CleanTech,Series C,19651730,2020-10-01,Singapore,VC,201-500,93248014
5676,Startup_5676,FinTech,Series A,18710177,2023-01-30,Canada,VC,500+,165276053
5677,Startup_5677,E-commerce,IPO,16013106,2020-07-01,Australia,VC,51-200,43203581
5678,Startup_5678,AgriTech,IPO,37868512,2025-08-27,Australia,Corporate,201-500,72516475
5679,Startup_5679,FinTech,Series B,23412275,2020-05-01,UK,Private Equity,201-500,429398351
5680,Startup_5680,EdTech,IPO,44181124,2025-01-26,Germany,Angel,201-500,251926573
5681,Startup_5681,AI,Series C,3015915,2021-12-19,Canada,VC,201-500,24982921
5682,Startup_5682,AI,Seed,7021505,2019-01-26,Australia,Private Equity,1-10,33132117
5683,Startup_5683,E-commerce,Series C,28835214,2025-08-08,Canada,Accelerator,201-500,322023732
5684,Startup_5684,SaaS,Pre-Seed,12963038,2023-10-21,India,Angel,51-200,443303681
5685,Startup_5685,EdTech,IPO,226251,2024-02-26,Germany,Accelerator,1-10,315216548
5686,Startup_5686,EdTech,IPO,44917141,2019-05-15,UK,Private Equity,201-500,365882911
5687,Startup_5687,FinTech,Series B,40227710,2022-03-16,Australia,Private Equity,11-50,49516350
5688,Startup_5688,AgriTech,Seed,35914262,2019-10-08,Canada,Accelerator,1-10,3958370
5689,Startup_5689,EdTech,IPO,32366335,2023-10-02,Canada,Angel,201-500,253265654
5690,Startup_5690,HealthTech,Series B,21504024,2022-05-04,Canada,Accelerator,51-200,340110726
5691,Startup_5691,SaaS,Series B,13893731,2020-04-20,India,Accelerator,500+,159757079
5692,Startup_5692,FinTech,Seed,9968154,2021-10-21,Australia,Accelerator,201-500,376141914
5693,Startup_5693,HealthTech,Series C,21332239,2025-03-15,Canada,Angel,11-50,126426955
5694,Startup_5694,E-commerce,Series C,47543103,2022-09-19,Canada,Corporate,51-200,17470717
5695,Startup_5695,AI,Series C,13338227,2024-01-04,India,Angel,1-10,267774281
5696,Startup_5696,E-commerce,Series A,15375125,2019-01-10,Canada,Accelerator,51-200,163495818
5697,Startup_5697,AI,Series C,31931847,2024-01-22,Germany,VC,201-500,275686525
5698,Startup_5698,E-commerce,Seed,11120741,2019-12-01,Germany,VC,11-50,116143896
5699,Startup_5699,EdTech,Series A,26033689,2020-01-12,India,Private Equity,51-200,15382672
5700,Startup_5700,HealthTech,Series C,41019261,2021-09-19,Germany,Corporate,51-200,259225859
5701,Startup_5701,AI,Series A,42203127,2017-01-09,Singapore,Private Equity,500+,407105605
5702,Startup_5702,FinTech,Seed,13435148,2024-04-10,Singapore,Private Equity,500+,245606182
5703,Startup_5703,HealthTech,Series C,14429629,2024-11-04,Singapore,VC,201-500,492435418
5704,Startup_5704,FinTech,Pre-Seed,7172989,2025-03-05,UK,Angel,1-10,256225125
5705,Startup_5705,HealthTech,IPO,19639843,2016-04-22,Canada,Private Equity,1-10,152248784
5706,Startup_5706,HealthTech,Seed,42595691,2024-07-06,UK,Private Equity,11-50,119035245
5707,Startup_5707,E-commerce,Series B,40932262,2019-08-24,Germany,Corporate,201-500,136115882
5708,Startup_5708,AI,Series B,30049368,2019-09-23,India,VC,1-10,409975300
5709,Startup_5709,AI,Seed,12972632,2025-05-11,Singapore,Angel,51-200,109966113
5710,Startup_5710,AgriTech,Series B,10030949,2019-07-15,India,Corporate,201-500,132245886
5711,Startup_5711,HealthTech,Seed,40174159,2020-06-27,UK,Angel,51-200,274287373
5712,Startup_5712,EdTech,Pre-Seed,18093582,2022-10-31,Germany,Angel,11-50,86987450
5713,Startup_5713,EdTech,Seed,28911889,2017-09-15,Australia,Private Equity,201-500,74437679
5714,Startup_5714,FinTech,Series C,34611999,2016-06-22,Canada,Corporate,11-50,68197343
5715,Startup_5715,FinTech,Series C,29099157,2024-09-29,Australia,Private Equity,500+,484184929
5716,Startup_5716,E-commerce,Series A,16009222,2020-06-01,Germany,Accelerator,11-50,467701328
5717,Startup_5717,HealthTech,Series B,42841308,2022-09-18,Singapore,Angel,500+,17769465
5718,Startup_5718,FinTech,IPO,4548912,2019-09-29,Germany,Corporate,201-500,369915567
5719,Startup_5719,FinTech,Series B,35191010,2019-04-25,India,VC,51-200,184832744
5720,Startup_5720,SaaS,Seed,5615902,2017-04-26,USA,Private Equity,51-200,47129171
5721,Startup_5721,HealthTech,IPO,1001712,2019-01-31,Singapore,Accelerator,51-200,286702867
5722,Startup_5722,CleanTech,IPO,23478297,2024-02-05,Australia,Accelerator,11-50,206572392
5723,Startup_5723,E-commerce,Series B,22026128,2022-07-23,Canada,Accelerator,201-500,330048804
5724,Startup_5724,FinTech,IPO,36693771,2025-08-22,Singapore,Private Equity,201-500,204475203
5725,Startup_5725,E-commerce,IPO,33817307,2023-01-28,Singapore,VC,500+,155141798
5726,Startup_5726,AI,Series C,7169402,2021-12-06,Canada,Corporate,201-500,356323036
5727,Startup_5727,E-commerce,Pre-Seed,26362515,2023-06-27,Australia,Angel,51-200,325108735
5728,Startup_5728,CleanTech,Seed,21053036,2025-10-22,Singapore,VC,201-500,283433532
5729,Startup_5729,EdTech,Series B,5749974,2018-07-14,India,Private Equity,500+,346550404
5730,Startup_5730,CleanTech,Series C,6386555,2019-11-30,Germany,Corporate,201-500,309721367
5731,Startup_5731,EdTech,Series A,49870548,2020-06-14,India,Angel,201-500,425096290
5732,Startup_5732,E-commerce,IPO,35674635,2024-03-08,Germany,Corporate,51-200,331246653
5733,Startup_5733,EdTech,IPO,2908885,2020-06-16,USA,Angel,201-500,77351495
5734,Startup_5734,AI,Series B,44725553,2019-09-16,Singapore,Angel,11-50,356770494
5735,Startup_5735,HealthTech,Pre-Seed,5081924,2017-05-02,USA,Accelerator,500+,5171407
5736,Startup_5736,EdTech,Pre-Seed,45524989,2021-01-02,UK,Private Equity,500+,402005157
5737,Startup_5737,EdTech,Series B,29939976,2024-05-17,Australia,VC,500+,80603229
5738,Startup_5738,E-commerce,Series B,6845829,2019-10-29,Germany,Accelerator,201-500,247827388
5739,Startup_5739,AI,Series C,40111336,2024-04-30,India,Accelerator,11-50,112659496
5740,Startup_5740,AgriTech,Series B,5334310,2025-02-13,India,Corporate,500+,207837781
5741,Startup_5741,AgriTech,Series A,16343325,2022-10-26,Singapore,Angel,1-10,81298675
5742,Startup_5742,AgriTech,Series C,257932,2017-09-16,India,Angel,51-200,58838545
5743,Startup_5743,AgriTech,IPO,179189,2016-12-02,UK,Corporate,1-10,350040874
5744,Startup_5744,HealthTech,IPO,42993638,2018-05-04,Canada,Private Equity,1-10,190905778
5745,Startup_5745,CleanTech,IPO,34636734,2023-10-30,India,Angel,500+,149784198
5746,Startup_5746,E-commerce,IPO,20123959,2025-06-20,Singapore,Accelerator,1-10,319973353
5747,Startup_5747,E-commerce,Seed,14376308,2016-05-21,USA,Accelerator,1-10,66118436
5748,Startup_5748,SaaS,Series A,26830674,2023-07-11,Australia,Angel,11-50,440771846
5749,Startup_5749,AI,Series C,36008242,2023-11-07,India,Angel,51-200,148577910
5750,Startup_5750,AgriTech,Series C,14942044,2021-02-21,India,Private Equity,201-500,314921957
5751,Startup_5751,HealthTech,IPO,46108657,2020-04-20,India,Angel,500+,225563902
5752,Startup_5752,AI,Pre-Seed,28243111,2019-07-14,Singapore,Private Equity,500+,18869425
5753,Startup_5753,AgriTech,Series C,26946715,2024-08-28,Australia,Accelerator,1-10,371980980
5754,Startup_5754,HealthTech,Series A,43875415,2022-09-01,Canada,Private Equity,201-500,366416474
5755,Startup_5755,AI,Series B,16897624,2017-10-09,India,Angel,201-500,191050857
5756,Startup_5756,E-commerce,Series A,11808491,2019-03-23,Canada,VC,201-500,186060965
5757,Startup_5757,E-commerce,IPO,5664810,2022-11-11,Canada,Angel,500+,261329079
5758,Startup_5758,CleanTech,IPO,9754081,2017-11-19,Australia,VC,500+,317337472
5759,Startup_5759,FinTech,Seed,20499065,2024-09-28,Australia,Accelerator,11-50,442020059
5760,Startup_5760,CleanTech,Series C,20732536,2021-11-21,UK,Corporate,500+,220413371
5761,Startup_5761,EdTech,Series C,32826645,2021-06-17,USA,Accelerator,500+,72473979
5762,Startup_5762,CleanTech,Series C,33840624,2023-05-15,India,Accelerator,11-50,1827817
5763,Startup_5763,AgriTech,IPO,14059060,2016-10-11,India,Accelerator,500+,241388982
5764,Startup_5764,SaaS,Series C,38156857,2022-09-19,India,Private Equity,1-10,112629230
5765,Startup_5765,AI,Pre-Seed,17391528,2020-12-11,Canada,Accelerator,1-10,136953037
5766,Startup_5766,SaaS,Pre-Seed,3968156,2023-02-01,Australia,Corporate,11-50,152288708
5767,Startup_5767,FinTech,Series B,5926021,2017-07-04,Germany,Angel,11-50,206869967
5768,Startup_5768,EdTech,Series C,32696563,2019-01-29,USA,VC,1-10,57304301
5769,Startup_5769,AI,Seed,16454064,2019-04-07,Singapore,Accelerator,201-500,454331238
5770,Startup_5770,HealthTech,Series B,20507172,2018-04-19,India,VC,500+,326580894
5771,Startup_5771,AgriTech,IPO,11357361,2024-11-02,Germany,Accelerator,51-200,153394450
5772,Startup_5772,EdTech,Series C,25556615,2025-07-12,Germany,Private Equity,51-200,165204675
5773,Startup_5773,E-commerce,Pre-Seed,7959520,2018-09-12,Australia,VC,11-50,146460785
5774,Startup_5774,FinTech,Seed,2591526,2023-09-20,Germany,Accelerator,51-200,427849813
5775,Startup_5775,EdTech,Series B,2386506,2017-02-15,USA,Accelerator,201-500,255842708
5776,Startup_5776,AgriTech,Seed,12781777,2016-11-24,Germany,Corporate,51-200,152778990
5777,Startup_5777,CleanTech,Series C,3803698,2024-01-13,Singapore,Corporate,1-10,129325584
5778,Startup_5778,EdTech,Series A,23152349,2020-01-31,India,Corporate,11-50,111771486
5779,Startup_5779,CleanTech,Seed,22529608,2020-01-27,Singapore,Private Equity,51-200,278380288
5780,Startup_5780,AgriTech,Seed,15539518,2020-02-21,India,VC,500+,199389335
5781,Startup_5781,E-commerce,IPO,17815868,2021-05-04,UK,Private Equity,11-50,188347406
5782,Startup_5782,AI,Pre-Seed,25186296,2024-03-06,Canada,Angel,201-500,78693839
5783,Startup_5783,HealthTech,Series C,21179857,2018-09-04,Germany,Accelerator,1-10,390765079
5784,Startup_5784,E-commerce,Seed,15254882,2022-04-02,Singapore,Accelerator,51-200,287092533
5785,Startup_5785,CleanTech,Series C,42264735,2018-11-19,Canada,Accelerator,1-10,162453194
5786,Startup_5786,CleanTech,Pre-Seed,8729146,2018-06-01,Canada,Corporate,201-500,171559880
5787,Startup_5787,HealthTech,IPO,19491643,2023-05-15,Canada,Accelerator,51-200,209336880
5788,Startup_5788,AI,Series C,30804945,2017-10-28,Canada,Corporate,11-50,390844382
5789,Startup_5789,EdTech,Pre-Seed,2040170,2017-07-07,Canada,Angel,11-50,191190905
5790,Startup_5790,HealthTech,Pre-Seed,39610441,2023-02-02,India,Private Equity,500+,110130542
5791,Startup_5791,FinTech,Series B,30476034,2023-12-15,USA,Private Equity,201-500,82874503
5792,Startup_5792,FinTech,IPO,13215842,2019-03-09,Germany,Private Equity,51-200,94560049
5793,Startup_5793,AgriTech,IPO,1808185,2016-10-23,Germany,Corporate,1-10,58871783
5794,Startup_5794,E-commerce,Series C,27626783,2021-08-14,India,VC,1-10,220950434
5795,Startup_5795,CleanTech,Series A,18435036,2024-10-31,Singapore,VC,51-200,302862549
5796,Startup_5796,AI,Series B,19711681,2019-06-10,India,Angel,201-500,211466006
5797,Startup_5797,AgriTech,IPO,29805191,2024-06-28,Australia,VC,201-500,454231442
5798,Startup_5798,E-commerce,Pre-Seed,13393175,2023-06-20,Canada,Angel,1-10,103004973
5799,Startup_5799,E-commerce,IPO,11504391,2024-12-08,USA,Accelerator,51-200,465098689
5800,Startup_5800,AgriTech,Series A,23764225,2024-05-15,Germany,Private Equity,51-200,319712542
5801,Startup_5801,SaaS,Seed,39146792,2017-08-10,Singapore,Corporate,1-10,211355520
5802,Startup_5802,E-commerce,Seed,35259146,2025-04-07,UK,Angel,51-200,479459869
5803,Startup_5803,SaaS,IPO,24787190,2022-12-09,India,Corporate,51-200,2171780
5804,Startup_5804,FinTech,IPO,12803915,2023-02-28,UK,Corporate,11-50,74025888
5805,Startup_5805,FinTech,Series B,4681444,2024-01-16,Germany,Private Equity,11-50,26572692
5806,Startup_5806,E-commerce,IPO,5730119,2020-10-19,India,Accelerator,500+,259030863
5807,Startup_5807,FinTech,Series A,5304200,2023-07-11,Germany,Accelerator,500+,289227778
5808,Startup_5808,AI,IPO,18851137,2025-01-18,India,VC,201-500,58001577
5809,Startup_5809,SaaS,Series C,34193845,2017-08-14,Singapore,Accelerator,11-50,6212850
5810,Startup_5810,SaaS,Series A,38783992,2018-04-09,Germany,Private Equity,11-50,97647402
5811,Startup_5811,E-commerce,Series B,29535483,2020-10-07,Australia,Corporate,11-50,28342038
5812,Startup_5812,FinTech,Series C,8890538,2017-06-16,UK,Angel,11-50,11035934
5813,Startup_5813,HealthTech,Series C,38661398,2024-05-06,USA,Angel,201-500,158643458
5814,Startup_5814,CleanTech,Seed,27827225,2021-01-17,Singapore,Accelerator,1-10,290049249
5815,Startup_5815,AgriTech,Series A,686984,2019-03-22,Australia,VC,201-500,89624482
5816,Startup_5816,AgriTech,Series C,26755593,2022-09-16,Singapore,Angel,1-10,350463278
5817,Startup_5817,SaaS,Series B,34234795,2022-06-15,India,VC,500+,105199834
5818,Startup_5818,E-commerce,Seed,21154521,2017-01-28,UK,Angel,11-50,260830611
5819,Startup_5819,E-commerce,Series C,37107457,2019-12-28,Germany,VC,1-10,300629512
5820,Startup_5820,AI,Series A,25197362,2023-01-26,UK,VC,201-500,2648927
5821,Startup_5821,EdTech,Seed,43449076,2016-01-06,Singapore,Corporate,1-10,17176059
5822,Startup_5822,CleanTech,Series A,28197823,2016-09-03,India,Private Equity,51-200,14756641
5823,Startup_5823,EdTech,Series A,49180643,2024-04-25,UK,Angel,500+,214167357
5824,Startup_5824,SaaS,Series A,37660873,2017-07-01,Australia,Accelerator,500+,403761060
5825,Startup_5825,AgriTech,Seed,5303996,2019-01-24,Germany,Private Equity,11-50,249469220
5826,Startup_5826,AI,Series C,37748907,2022-10-04,Canada,Corporate,11-50,224904853
5827,Startup_5827,AI,IPO,33289852,2016-09-21,Singapore,Corporate,201-500,195314859
5828,Startup_5828,AI,Pre-Seed,27861131,2020-02-12,USA,Corporate,1-10,312194851
5829,Startup_5829,SaaS,Series C,28208915,2016-06-07,USA,Accelerator,51-200,450283575
5830,Startup_5830,EdTech,Seed,49858568,2023-10-12,Singapore,Angel,500+,127291035
5831,Startup_5831,AgriTech,Pre-Seed,14380933,2018-07-14,Canada,Angel,1-10,252353336
5832,Startup_5832,AI,Pre-Seed,38126452,2019-04-08,India,VC,51-200,344369366
5833,Startup_5833,AgriTech,Pre-Seed,10994210,2016-11-17,UK,VC,1-10,286678301
5834,Startup_5834,FinTech,IPO,26348148,2023-01-14,UK,VC,11-50,415776461
5835,Startup_5835,E-commerce,Series B,29552452,2025-09-05,Canada,Accelerator,500+,55818573
5836,Startup_5836,E-commerce,Seed,4329565,2023-06-25,Australia,Private Equity,51-200,129119178
5837,Startup_5837,AgriTech,IPO,7265966,2024-01-22,Canada,Angel,11-50,237243995
5838,Startup_5838,HealthTech,IPO,44858923,2025-04-26,Germany,VC,201-500,190508608
5839,Startup_5839,HealthTech,Series B,14950731,2021-05-13,Germany,Accelerator,201-500,91741876
5840,Startup_5840,SaaS,Pre-Seed,12441651,2016-12-06,USA,Accelerator,11-50,495513206
5841,Startup_5841,SaaS,Series B,36258043,2019-04-30,India,VC,51-200,364369310
5842,Startup_5842,E-commerce,Series B,10039989,2017-05-03,India,Corporate,51-200,81207940
5843,Startup_5843,FinTech,IPO,40051234,2023-09-26,Australia,Corporate,500+,190823236
5844,Startup_5844,CleanTech,Seed,27215481,2022-01-17,Canada,Corporate,11-50,321949611
5845,Startup_5845,EdTech,Series A,10867558,2023-09-11,USA,VC,201-500,450832132
5846,Startup_5846,EdTech,Series B,37554502,2021-02-22,USA,Accelerator,11-50,393320756
5847,Startup_5847,SaaS,Series B,31764751,2025-11-19,Germany,Accelerator,1-10,240263468
5848,Startup_5848,FinTech,Pre-Seed,42202731,2021-05-25,UK,Angel,51-200,252886666
5849,Startup_5849,SaaS,Pre-Seed,31556927,2020-11-12,Australia,Corporate,1-10,165819412
5850,Startup_5850,CleanTech,IPO,29882067,2017-09-30,India,VC,201-500,210536128
5851,Startup_5851,EdTech,Pre-Seed,28886264,2016-07-16,Australia,Angel,51-200,326522763
5852,Startup_5852,AgriTech,Series C,6000139,2017-03-18,USA,Accelerator,201-500,416268133
5853,Startup_5853,SaaS,Series B,31009633,2024-07-06,Germany,Angel,201-500,312440986
5854,Startup_5854,AI,Pre-Seed,40848142,2018-04-29,Germany,Corporate,201-500,98853258
5855,Startup_5855,AgriTech,Seed,40280448,2018-09-16,Germany,Private Equity,500+,340830187
5856,Startup_5856,CleanTech,Series C,7340414,2016-05-24,Australia,Corporate,201-500,64312412
5857,Startup_5857,CleanTech,IPO,37679656,2016-11-03,UK,Corporate,201-500,346347653
5858,Startup_5858,SaaS,Series A,34949153,2017-04-06,USA,VC,1-10,271882007
5859,Startup_5859,E-commerce,Series B,33094690,2022-11-07,Canada,Private Equity,1-10,293455677
5860,Startup_5860,SaaS,Series B,26436996,2019-04-30,Canada,Private Equity,1-10,452883140
5861,Startup_5861,E-commerce,Seed,11521819,2019-05-14,Germany,Private Equity,51-200,171301361
